ucid,docket_text,labels
mowd;;4:16-cv-01020,"MOTION for summary judgment filed by Whitney Fay on behalf of Darold Estes, Nathan Garrett, Sylvester James, Kansas City, Missouri Board of Police Commissioners, Curtis Klein, Timothy Mountz, Leland Shurin, Mark Terman, Mark Tolbert, Don Wagner. Suggestions in opposition/response due by 9/21/2018 unless otherwise directed by the court. (Attachments: # 1 Exhibit A, # 2 Exhibit B, # 3 Exhibit C, # 4 Exhibit D, # 5 Exhibit E, # 6 Exhibit F, # 7 Exhibit G, # 8 Exhibit H, # 9 Exhibit I, # 10 Exhibit J, # 11 Exhibit K1, # 12 Exhibit K2, # 13 Exhibit L)(Fay, Whitney) Modified on 9/4/2018: Attachments 11, 12 and 13 restricted to case participants, as these exhibits contain sensitive information. NEF regenerated. (Melvin, Greg) (Additional attachment(s) added on 10/31/2018: # 14 Notice of Exhibit Attachment Exhibit J-2) (Anderson, Christy). Modified on 10/31/2018 - Two (2) disks received in Clerk's Office on 10/29/18 and delivered to chambers (Anderson, Christy). (Entered: 08/31/2018)",motion|motion for judgment|motion for summary judgment
mowd;;3:17-cv-05222,"AMENDED COMPLAINT against Reliance Standard Life Insurance Company filed by Talia Ravis on behalf of Suzanne Walker.(Ravis, Talia) (Entered: 09/20/2017)",complaint
mowd;;6:17-cv-03161,"CLERK'S JUDGMENT (SEALED) (copy mailed to dft) (Howard, Linda) (Entered: 03/12/2018)",judgment
mowd;;4:16-cr-00242,"ORDER REFERRING CASE to Magistrate Judge Sarah W Hays as to Donald D Osgood. Signed on 7/20/16 by District Judge Dean Whipple.(Anderson, Christy) (Entered: 07/20/2016)",order
mowd;;2:17-cr-04065,"MOTION to continue by Tyrone Fred Trent. Suggestions in opposition/response due by 10/13/2017 unless otherwise directed by the court. (Attorney Troy K. Stabenow added to party Tyrone Fred Trent(pty:dft))(Stabenow, Troy) (Entered: 09/29/2017)",motion|motion to continue
msnd;;4:16-cv-00058,"Joint MOTION to Dismiss by State Farm Insurance Company. (Tucker, Lawrence)",bilateral|dismissing motion|motion|settlement resolution
msnd;;4:17-cv-00056,ORDER Governing Pretrial Conference and Preparation of Final Pretrial Order. Signed by Magistrate Judge Jane M. Virden on 6/20/2017. (dmd),order
msnd;;4:16-cv-00069,Set/Reset Deadlines: Discovery due by 6/1/2017. Motions due by 7/3/2017. (bbf),
msnd;;4:16-cv-00061,"STATE COURT COMPLAINT against Dollar General Corporation, filed by Clinton Moore. (jtm) (Entered: 03/23/2016)",complaint
msnd;;3:16-cv-00197,"RESPONSE in Opposition re 63 First MOTION for Extension of Time to File Response/Reply as to 57 MOTION for Summary Judgment on Qualified Immunity Plaintiff's Rule 56(d) Motion for Relief and both the opposed Motion and this Response relate back to the Motion for Qualified Immunity at docket # 57 filed by Bernard Stephen Chandler. (Attachments: # 1 Exhibit A pre discovery disclosure of core information by Defendants) (Kerby, Katherine)",response
msnd;;4:16-cv-00025,ORDER granting 2 Motion for Leave to Proceed in forma pauperis. Signed by Magistrate Judge S. Allan Alexander on 4/26/16. (cr),order
msnd;;3:16-cv-00276,Mail Returned as Undeliverable. Mail sent to Jerry Lynn Lofton: initial case filing documents. (cr),
msnd;;3:16-cv-00292,"MEMORANDUM IN SUPPORT re 10 Joint MOTION to Set Aside Default filed by Delta Technical College, LLC, Ralph Fitzgerald, Midwest Technical Institute, Inc.. (Mallette, Pope)",memorandum
msnd;;1:16-cv-00204,"ORDER Continuing Case. Signed by District Judge Sharion Aycock on September 4, 2018. (mrt)",order
msnd;;1:16-cv-00092,"SUMMONS Returned Executed Commissioner of Social Security, U S Attorney General, Civil Process Clerk, U S Attorney's Office served on 6/10/2016. (tab) Modified on 6/27/2016 (jlm).",summons
msnd;;3:16-cv-00285,ORDER Concerning Consent To Magistrate Judge. Signed by Magistrate Judge Roy Percy on 2/27/17. (wsm),order
mssd;;2:16-cv-00085,"SUMMONS Returned Executed by Wells Fargo Financial Leasing, Inc. Sherri J. Pope served on 6/14/2016, answer due 7/5/2016. (Smith, Alan) (Entered: 06/20/2016)",summons
mssd;;1:17-cv-00317,Change of Address filed by Linda D. Adcox (Attachments: # 1 Envelope)(wld) (Entered: 02/14/2018),
mssd;;3:17-cv-00346,"Rebuttal re 24 MOTION for Summary Judgment filed by Lynn Langley, Mississippi Board of Nursing (Attachments: # 1 Exhibit 1 - EAB Order)(May-State Gov, Benny) (Entered: 06/26/2018)",
mssd;;2:17-cv-00170,"ORDER, on or before November 9, 2017, Petitioner shall file an amended petition consistent with this Order. Signed by Magistrate Judge Michael T. Parker on 10/19/2017. [Copy of Order mailed to Plaintiff] (CS) (Entered: 10/19/2017)",order
mssd;;3:17-cv-00860,"ACKNOWLEDGMENT OF Receipt as to certified mail, return receipt received (7014 2120 0003 2213 7643) filed by Travis Conner. (LAT) (Entered: 07/16/2018)",
mssd;;3:17-cv-00712,"MEMORANDUM IN SUPPORT re 5 Response in Opposition to Motion, and Motion for Consolidation filed by Gregory Braggs, Sr, Donnie Cox-Powell, James Farmer, Christopher Hooper, Diane Pimpton, Donnell Wiggins (Attachments: # 1 Exhibit Affidavit of Mayor, # 2 Exhibit Town Attorney's Letter, # 3 Exhibit State Auditor's Letter, # 4 Exhibit Sun Sentinel News Article, # 5 Exhibit Affidavit of Town Clerk)(Crawford, E.) (Entered: 09/22/2017)",memorandum
mssd;;3:17-cv-00865,"Minute Entry for proceedings held before Magistrate Judge F. Keith Ball: Settlement Conference held on 4/6/2018 in Jackson, MS. Appearing: Louis Watson, S. Michelle Windham, Gaye Nell Currie, William B. Grete and Grafton E. Bragg. (JEJ) (Entered: 04/09/2018)",minute entry
mssd;;3:16-cv-00829,"COMPLAINT against Hilton Worldwide, Inc., Spire Hospitality, LLC ( Filing fee $ 400 receipt number 34643041808), filed by Toney Frazier. [Jury Demand] (Attachments: # 1 Civil Cover Sheet)(RRL) (Entered: 10/24/2016)",complaint
mssd;;1:16-cv-00441,Set Scheduling Order Deadlines/Hearings: ERISA Administrative Record (and any supplementations) under seal due no later than 6/5/2017. Objections to the Administrative Record shall be filed no later than 7/7/2017. Dispositive Motions shall be filed no later than 7/14/2017. Settlement Conference set for 8/29/2017 at 1:30 PM before Magistrate Judge John C. Gargiulo. (AB) (Entered: 05/03/2017),
mssd;;3:16-cv-00670,"Summons Issued as to United Food and Commercial Workers International Union, Local 1529, AFL-CIO, CLC. (TLC) (Entered: 08/26/2016)",summons
mssd;;3:17-cv-00374,"*RESTRICTED* DOCUMENT - Exhibits 19 Response to Order, filed by Annette Wilson. (Attachments: # 1 Envelope)(KNS) (Entered: 07/10/2018)",
mssd;;5:17-cv-00151,DOCKET ANNOTATION as to # 5 : Summons forwarded to attorney Franklin Alan Garrison via U.S. Mail. (cwl) (Entered: 01/24/2018),
mssd;;3:16-cr-00022,*RESTRICTED* STATEMENT OF REASONS as to Jaylon Anderson. (JS) (Entered: 09/23/2016),
mtd;;4:17-cv-00026,"Brief/Memorandum in Support re 51 MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM filed by Dave's Killer Bread, Inc., Flowers Foods, Inc.. (Brown, Bradford) (Entered: 05/01/2017)",brief|memorandum
mtd;;2:16-cv-00056,"NOTICE of Filing State Court Case Register Report w/Related Filings. (ELL, ) (Entered: 10/28/2016)",notice|notice of filing
mtd;;4:17-cv-00033,"Brief/Memorandum in Support re 53 MOTION for Mediation And Appointment of Mediator filed by Allstate Insurance Company. (Attachments: # 1 Exhibit Mediation Emails, # 2 Exhibit Letter Re Rebuttal Expert) (Oblander, Stephanie) (Entered: 01/18/2018)",brief|memorandum
mtd;;4:17-cv-00083,"MOTION for Leave to File Second Amended Complaint Roger M. Sullivan appearing for Plaintiff Lloyd E. Underwood (Attachments: # 1 Second Amended Complaint, # 2 Proposed Order) (Sullivan, Roger) (Entered: 11/20/2017)",motion|motion for leave|motion to file
mtd;;9:16-cv-00043,"Filing fee: $400.00 paid, receipt number MTX9-9420. (ASG, ) (Entered: 03/16/2016)",
mtd;;6:17-cv-00047,ORDER Directing Monthly Payments be made from Prison Account of Keefe. Signed by Magistrate Judge John Johnston on 6/23/2017. Mailed to Keefe and MSP; forwarded to USDCF (TAG) (Entered: 06/23/2017),order
mtd;;1:17-cv-00003,"ANSWER to 1 Complaint with Jury Demand by CMG Construction, Inc. (Stacey, Calvin) (Entered: 01/24/2017)",answer
mtd;;4:16-cv-00114,"ANSWER to 2 Complaint by Carolyn W. Colvin. (Staples, Jeffrey) (Entered: 01/30/2017)",answer
mtd;;4:16-cv-00103,"ANSWER to 2 Complaint by Carolyn W. Colvin. (Tunick, Michael) (Entered: 01/30/2017)",answer
nced;;5:16-cv-00011,"TEXT ORDER granting defendant's 9 motion for extension of time. Defendant OSL Holdings, Inc. has through and including February 5, 2016 to answer or otherwise respond to plaintiff's complaint. Signed by Jolie Skinner for Julie Richards Johnston, Clerk of Court on 1/20/2016. (Skinner, J.) (Entered: 01/20/2016)",order
nced;;4:16-cv-00047,"Order Redesignating Division to Southern Division. At the direction of the court, and for the continued efficient administration of justice, the above captioned case is redesignated as a Southern Division case. The Honorable Malcolm J. Howard, Senior United States District Judge, remains the presiding judge. All future filings should reflect the new case number of 7:16-CV-67-H. No further filings should be made in 4:16-CV-47-H. Signed by Jolie Skinner for Julie Richards Johnston, Clerk of Court on 4/13/2016. (Rudd, D.) (Entered: 04/13/2016)",order
nced;;5:16-cv-00711,"Memorandum in Support regarding 7 MOTION to Dismiss and Compel Arbitration filed by Triangle Construction Company, Inc. (Attachments: # 1 Exhibit 1 - AIA Documents A102-2007 and A201, # 2 Exhibit 2 - General Conditions - 2007, # 3 Exhibit 3 - Affidavit of Scott Drake) (Snider, Eric) (Entered: 07/28/2016)",memorandum
nced;;5:16-cv-00859,"ORDER granting 10 Motion to Amend Summonses and Request to Serve by US Marshal; granting 11 Motion for Extension of Time to extend the service deadline through and including June 19, 2017. Counsel should read order in it's entirety for pertinent information. Signed by Magistrate Judge Kimberly A. Swank on 4/24/2017. (Rudd, D.) (Entered: 04/24/2017)",order
nced;;7:16-cv-00075,"ORDER granting 54 Motion for Extension of Time to File Response regarding 37 MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM in Plaintiff's First Amended Complaint ; granting 56 Motion for Extension of Time to File Response regarding 40 MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM in Plaintiff's First Amended Complaint Response due by 9/22/2016. Signed by Julie Richards Johnston, Clerk of Court on 9/12/2016. Sent to Rebecca Hardin at 722 Cedar Point Blvd. Suite 120 Cedar Point, NC 28584 via US Mail. (Briggeman, N.) (Entered: 09/12/2016)",order
nced;;5:16-cv-00257,"Case Selected for Mediation - A printable list of certified mediators for the Eastern District of North Carolina is available on the court's Website, http://www.nced.uscourts.gov/attorney/mediators.aspx. Please serve this list on all parties. (Horton, B.) (Entered: 05/18/2016)",
nced;;5:16-cv-00712,"Intradistrict Transfer to Western Division, new case number 5:16-CT-3191-FL. (Tripp, S.) (Entered: 07/28/2016)",transfer
nced;;5:16-cv-00017,"COMPLAINT against All Defendants (Filing fee $ 400, receipt number 25PCHND0) filed by M.P. Southern. (Attachments: # 1 Civil Cover Sheet, # 2 Proposed Summons) (Malone, J.) (Entered: 01/13/2016)",complaint
nced;;7:16-cv-00316,"DEFAULT JUDGMENT against Sandra R. Ramsey. Signed by Chief Judge James C. Dever III on 3/28/2017. (Briggeman, N.) (Entered: 03/28/2017)",default judgment resolution|judgment
ncmd;;1:17-cv-00836,"Motion Submitted: 16 MOTION for Certification of Judgment as Final and Appealable, to CHIEF JUDGE WILLIAM L. OSTEEN, JR. (Welch, Kelly) (Entered: 10/19/2017)",
ncmd;;1:16-cv-00295,"Motion Referred to MAG/JUDGE L. PATRICK AULD RE: 8 Consent MOTION for Extension of Time to File Answer re 1 Complaint. (Engle, Anita) (Entered: 09/15/2016)",bilateral
ncmd;;1:16-cv-00090,"SEALED ADMINISTRATIVE RECORD IN SSA CASES filed by Defendant CAROLYN W. COLVIN, Plaintiff MARQUITA LASHONE MACK, Interested Party SOCIAL SECURITY ADMINISTRATION. The record is available in paper format at the Clerk's Office. (Attachments: # 1 Part 2, # 2 Part 3, # 3 Part 4, # 4 Part 5, # 5 Part 6, # 6 Part 7, # 7 Part 8, # 8 Part 9)(DRUM, ROBERT) (Entered: 05/02/2016)",sealed
ncmd;;1:17-cr-00358,"SRV Arrest Warrant Issued by MAG/JUDGE JOI ELIZABETH PEAKE in case as to SADARIS LATRELL CRAIG. (Garrett, Kim) (Entered: 06/15/2020)",warrant
ncwd;;3:17-cv-00200,Notice to Barden Todd Patterson: Pursuant to Local Rule 83.1 you are required to Register for ECF at www.ncwd.uscourts.gov. Deadline by 5/3/2017. (tob) (Entered: 04/26/2017),notice
ncwd;;1:17-cv-00081,"NOTICE OF REMOVAL from North Carolina Cherokee County Superior Court, case number 16 CVS 452. (Filing fee $ 400 receipt number 0419-3274779), filed by Wal-Mart Stores East, LP. (Attachments: # 1 Exhibit Ex A - Summons, # 2 Exhibit Ex B - Complaint, # 3 Exhibit Ex C - Amended Complaint, # 4 Exhibit Ex D - Consent Order, # 5 Exhibit Ex E - Answer, # 6 Cover Sheet Cover Sheet)(Davis, Justin) (Entered: 03/22/2017)",notice|notice of removal
ncwd;;1:16-cv-00358,"RESPONSE to Motion re 19 MOTION to Amend/Correct 16 Scheduling Order, by Ceva Logistics US, Inc., Morris Lloyd Jordan, Penske Truck Leasing Co., Inc, Penske Truck Leasing Co., LP. Replies due by 3/13/2017 plus an additional 3 days if served by mail (Lewis, Robert) (Entered: 03/06/2017)",response
ncwd;;3:17-cv-00596,ORDER finding as moot 4 Motion for Extension of Time to Answer re 1 Complaint. ; granting 5 Motion for Extension of Time to Answer. Siobhan Beam answer due 11/27/2017. Signed by Magistrate Judge David S. Cayer on 11/2/17. (Pro se litigant served by US Mail.)(tob) (Entered: 11/02/2017),order
ncwd;;3:17-cv-00484,"NOTICE of Appearance by Nicholas Damian Wilson on behalf of GoHealth LLC (Wilson, Nicholas) (Entered: 09/12/2017)",notice|notice of appearance
ncwd;;5:17-cv-00196,"AFFIDAVIT of Service filed by Christopher Laverty. Niagara Bottling, LLC served on 11/6/2017, answer due 11/27/2017. (Attachments: # 1 Exhibit A - Proof of Service)(Gibbons, Philip) (Entered: 11/10/2017)",
ncwd;;3:17-cv-00148,"NOTICE of Appearance by G. Bryan Adams, III on behalf of Marshall Air Systems, Inc. (Adams, G.) (Entered: 03/23/2017)",notice|notice of appearance
ncwd;;3:16-cv-00042,ORDER TO SHOW CAUSE as to why service has not been completed. Show Cause Response due by 5/23/2016. Signed by Senior Judge Graham Mullen on 5/11/2016. (tmg) (Entered: 05/11/2016),order
ncwd;;5:17-cv-00133,"Administrative Record - Social Security Transcript (Attachments: # 1 Certified Administrative Transcript)(Buckner, Kathleen) (Entered: 09/19/2017)",
ncwd;;3:17-cr-00268,"STATEMENT OF REASONS (Sealed - Attorney) re: 32 Judgment (available to: USA, Max Guerrero). Signed by District Judge Max O. Cogburn, Jr on 8/16/2018. (chh) (Entered: 08/17/2018)",sealed
ndd;;1:17-cv-00179,"ORDER: Final Pretrial Conference set for 6/4/2019 at 10:00 AM by telephone before Magistrate Judge Charles S. Miller, Jr. By Magistrate Judge Charles S. Miller, Jr. (BG) (Entered: 11/02/2017)",order
ndd;;1:17-cv-00045,"NOTICE OF APPEAL as to 7 Clerk's Judgment, 6 Order on Motion for Leave to Proceed in forma pauperis by Jodi Anderson. Filing fee NOT PAID. (rh) (Entered: 04/12/2017)",notice|notice of appeal
ndd;;1:17-cv-00068,Letter from Eric Lance Sabot (Attachments: # 1 Response Sent by Clerk's Office) (kmk) (Entered: 04/26/2017),
ndd;;3:17-cv-00235,"STIPULATION Regarding United States' Request to Amend Complaint by United States of America. (Attachments: # 1 Exhibit Amended Complaint (Red-Line Version), # 2 Exhibit Amended Complaint)(Howlette, Jordan) (Entered: 03/12/2019)",bilateral|stipulation
ndd;;1:17-cr-00224,"ORDER OF DETENTION Pending Hearing as to Timothy Joshua Adam Carnahan by Magistrate Judge Charles S. Miller, Jr. Detention Hearing set for 10/16/2017 at 2:00 PM in Bismarck Courtroom 2 before Magistrate Judge Charles S. Miller, Jr. (BG) (Entered: 10/11/2017)",order
ndd;;1:17-cr-00030,"SENTENCING MEMORANDUM SUPPLEMENT (Sealed) Defendant's Sealed Exhibits A - D as to Dion Ortiz re 174 Sentencing Memorandum,. (Durkin, Thomas) (Entered: 10/17/2018)",memorandum|sealed|sentencing memorandum
ned;;4:16-cv-03142,"TEXT NOTICE REGARDING CORPORATE DISCLOSURE STATEMENT by Deputy Clerk as to Defendant Fisher Tracks, Inc. Pursuant to Fed. R. Civ. P. 7.1, non-governmental corporate parties are required to file Corporate Disclosure Statements (Statements). The parties shall use the form Corporate Disclosure Statement, available on the Web site of the court at http://www.ned.uscourts.gov/forms/. If you have not filed your Statement, you must do so within 15 days of the date of this notice. If you have already filed your Statement in this case, you are reminded to file a Supplemental Statement within a reasonable time of any change in the information that the statement requires. (KLF) (Entered: 08/30/2016)",notice
